,f1,f2,f3,label
85,3.9194493293762207,1.9685318470001218,0.16913041472434998,walking
86,4.170763969421387,1.461345076560974,1.1642377376556396,walking
87,4.07015323638916,1.71868634223938,0.8431304097175598,walking
88,3.9194397926330566,1.9405955076217647,0.2331812679767609,walking
89,4.062352657318115,1.5653574466705322,1.1613589525222778,walking
91,3.4449212551116943,1.7385511398315432,0.8248797655105591,walking
92,3.97371768951416,1.8847966194152832,0.1957855224609375,walking
93,3.5031557083129883,2.2341148853302,0.460168331861496,walking
94,4.023120880126953,1.556408405303955,1.1723911762237549,walking
95,3.358275890350342,1.802184581756592,0.8253445029258728,walking
96,3.98968768119812,1.9132466316223145,0.051525846123695374,walking
99,3.955254554748535,2.0549461841583248,0.3022098243236542,walking
101,3.645522356033325,2.167288064956665,0.28672435879707336,walking
103,3.3602914810180664,1.966989278793335,0.9167373180389404,walking
104,4.030045509338379,1.8869026899337769,0.2995118796825409,walking
105,3.379532814025879,1.8726269006729128,0.8041719794273376,walking
106,3.33382511138916,1.972615957260132,0.7828306555747986,walking
107,3.832123279571533,1.8274588584899905,0.4960066080093384,walking
108,3.266451597213745,1.940006256103516,0.7445037961006165,walking
109,3.75696325302124,2.1889085769653316,0.5391649007797241,walking
110,3.4860141277313232,1.8936904668807983,0.249947652220726,walking
111,3.478180408477783,2.0931828022003174,1.1722389459609983,walking
112,3.505659818649292,1.9708206653594968,0.7655090093612671,walking
113,3.1585876941680913,1.9646306037902832,-0.2124245911836624,walking
114,3.427164316177368,2.089765310287476,1.1997156143188477,walking
115,3.41900897026062,1.9674769639968872,0.7316285371780396,walking
116,3.442623376846313,1.884610891342163,0.12268731743097305,walking
117,3.3557796478271484,2.096869707107544,1.1268779039382937,walking
119,3.3842272758483887,1.9751328229904173,0.6998797059059143,walking
120,2.9798333644866943,1.8392566442489624,-0.11322823166847228,walking
121,3.4276213645935063,1.979052782058716,1.1638888120651243,walking
122,3.382843494415283,1.9916499853134155,0.6554752588272095,walking
123,3.0572354793548584,1.9670307636260984,-0.3007766604423523,walking
124,3.504034996032715,2.157625675201416,0.11037098616361618,walking
125,3.390031576156616,2.0306236743926998,1.161410212516785,walking
126,3.330217838287353,1.932721495628357,0.62093585729599,walking
128,3.102482795715332,2.018120288848877,-0.3139456808567047,walking
129,3.3011958599090576,1.8142645359039309,1.0102305412292478,walking
